Graphe Arbre Minimal comprenant 561 noeuds et 52078 aretes
  Noeud 278 (id 278) (donnees: (268.0, 206.0))
  Noeud 483 (id 483) (donnees: (469.0, 598.0))
  Noeud 459 (id 459) (donnees: (305.0, 656.0))
  Noeud 484 (id 484) (donnees: (457.0, 615.0))
  Noeud 485 (id 485) (donnees: (442.0, 598.0))
  Noeud 486 (id 486) (donnees: (434.0, 584.0))
  Noeud 487 (id 487) (donnees: (466.0, 560.0))
  Noeud 39 (id 39) (donnees: (748.0, 501.0))
  Noeud 488 (id 488) (donnees: (464.0, 532.0))
  Noeud 489 (id 489) (donnees: (444.0, 539.0))
  Noeud 271 (id 271) (donnees: (265.0, 230.0))
  Noeud 490 (id 490) (donnees: (418.0, 549.0))
  Noeud 491 (id 491) (donnees: (403.0, 570.0))
  Noeud 492 (id 492) (donnees: (418.0, 598.0))
  Noeud 493 (id 493) (donnees: (399.0, 618.0))
  Noeud 166 (id 166) (donnees: (467.0, 450.0))
  Noeud 494 (id 494) (donnees: (401.0, 594.0))
  Noeud 495 (id 495) (donnees: (384.0, 536.0))
  Noeud 461 (id 461) (donnees: (272.0, 677.0))
  Noeud 496 (id 496) (donnees: (384.0, 604.0))
  Noeud 497 (id 497) (donnees: (383.0, 584.0))
  Noeud 498 (id 498) (donnees: (366.0, 584.0))
  Noeud 499 (id 499) (donnees: (368.0, 611.0))
  Noeud 41 (id 41) (donnees: (703.0, 505.0))
  Noeud 500 (id 500) (donnees: (429.0, 512.0))
  Noeud 501 (id 501) (donnees: (403.0, 498.0))
  Noeud 462 (id 462) (donnees: (278.0, 646.0))
  Noeud 502 (id 502) (donnees: (393.0, 470.0))
  Noeud 503 (id 503) (donnees: (363.0, 488.0))
  Noeud 504 (id 504) (donnees: (363.0, 457.0))
  Noeud 505 (id 505) (donnees: (363.0, 426.0))
  Noeud 42 (id 42) (donnees: (716.0, 491.0))
  Noeud 506 (id 506) (donnees: (333.0, 398.0))
  Noeud 507 (id 507) (donnees: (311.0, 398.0))
  Noeud 14 (id 14) (donnees: (927.0, 591.0))
  Noeud 508 (id 508) (donnees: (325.0, 422.0))
  Noeud 509 (id 509) (donnees: (315.0, 484.0))
  Noeud 510 (id 510) (donnees: (340.0, 474.0))
  Noeud 511 (id 511) (donnees: (350.0, 532.0))
  Noeud 43 (id 43) (donnees: (733.0, 484.0))
  Noeud 512 (id 512) (donnees: (341.0, 508.0))
  Noeud 513 (id 513) (donnees: (321.0, 529.0))
  Noeud 275 (id 275) (donnees: (325.0, 182.0))
  Noeud 514 (id 514) (donnees: (353.0, 594.0))
  Noeud 515 (id 515) (donnees: (340.0, 580.0))
  Noeud 516 (id 516) (donnees: (335.0, 628.0))
  Noeud 517 (id 517) (donnees: (305.0, 580.0))
  Noeud 44 (id 44) (donnees: (776.0, 460.0))
  Noeud 518 (id 518) (donnees: (318.0, 570.0))
  Noeud 519 (id 519) (donnees: (300.0, 505.0))
  Noeud 276 (id 276) (donnees: (313.0, 154.0))
  Noeud 520 (id 520) (donnees: (298.0, 457.0))
  Noeud 521 (id 521) (donnees: (285.0, 443.0))
  Noeud 522 (id 522) (donnees: (277.0, 405.0))
  Noeud 523 (id 523) (donnees: (257.0, 426.0))
  Noeud 171 (id 171) (donnees: (685.0, 488.0))
  Noeud 524 (id 524) (donnees: (255.0, 474.0))
  Noeud 465 (id 465) (donnees: (250.0, 663.0))
  Noeud 525 (id 525) (donnees: (233.0, 494.0))
  Noeud 277 (id 277) (donnees: (290.0, 202.0))
  Noeud 526 (id 526) (donnees: (215.0, 464.0))
  Noeud 527 (id 527) (donnees: (224.0, 415.0))
  Noeud 528 (id 528) (donnees: (238.0, 402.0))
  Noeud 529 (id 529) (donnees: (255.0, 384.0))
  Noeud 172 (id 172) (donnees: (661.0, 488.0))
  Noeud 89 (id 89) (donnees: (791.0, 364.0))
  Noeud 90 (id 90) (donnees: (774.0, 364.0))
  Noeud 91 (id 91) (donnees: (762.0, 347.0))
  Noeud 92 (id 92) (donnees: (726.0, 333.0))
  Noeud 93 (id 93) (donnees: (713.0, 343.0))
  Noeud 173 (id 173) (donnees: (673.0, 457.0))
  Noeud 94 (id 94) (donnees: (683.0, 323.0))
  Noeud 95 (id 95) (donnees: (696.0, 350.0))
  Noeud 341 (id 341) (donnees: (495.0, 783.0))
  Noeud 96 (id 96) (donnees: (701.0, 299.0))
  Noeud 97 (id 97) (donnees: (703.0, 326.0))
  Noeud 98 (id 98) (donnees: (749.0, 326.0))
  Noeud 99 (id 99) (donnees: (774.0, 326.0))
  Noeud 48 (id 48) (donnees: (709.0, 419.0))
  Noeud 100 (id 100) (donnees: (781.0, 299.0))
  Noeud 101 (id 101) (donnees: (724.0, 257.0))
  Noeud 531 (id 531) (donnees: (240.0, 374.0))
  Noeud 102 (id 102) (donnees: (728.0, 292.0))
  Noeud 103 (id 103) (donnees: (744.0, 223.0))
  Noeud 104 (id 104) (donnees: (741.0, 182.0))
  Noeud 105 (id 105) (donnees: (607.0, 525.0))
  Noeud 175 (id 175) (donnees: (646.0, 429.0))
  Noeud 106 (id 106) (donnees: (603.0, 494.0))
  Noeud 107 (id 107) (donnees: (590.0, 484.0))
  Noeud 7 (id 7) (donnees: (789.0, 604.0))
  Noeud 108 (id 108) (donnees: (580.0, 498.0))
  Noeud 109 (id 109) (donnees: (600.0, 467.0))
  Noeud 1 (id 1) (donnees: (733.0, 546.0))
  Noeud 110 (id 110) (donnees: (577.0, 470.0))
  Noeud 262 (id 262) (donnees: (373.0, 182.0))
  Noeud 111 (id 111) (donnees: (544.0, 457.0))
  Noeud 176 (id 176) (donnees: (678.0, 398.0))
  Noeud 112 (id 112) (donnees: (535.0, 443.0))
  Noeud 228 (id 228) (donnees: (346.0, 371.0))
  Noeud 533 (id 533) (donnees: (230.0, 323.0))
  Noeud 114 (id 114) (donnees: (563.0, 436.0))
  Noeud 115 (id 115) (donnees: (547.0, 426.0))
  Noeud 116 (id 116) (donnees: (529.0, 422.0))
  Noeud 117 (id 117) (donnees: (612.0, 405.0))
  Noeud 51 (id 51) (donnees: (774.0, 433.0))
  Noeud 118 (id 118) (donnees: (592.0, 402.0))
  Noeud 119 (id 119) (donnees: (542.0, 391.0))
  Noeud 6 (id 6) (donnees: (816.0, 611.0))
  Noeud 120 (id 120) (donnees: (519.0, 391.0))
  Noeud 121 (id 121) (donnees: (603.0, 388.0))
  Noeud 122 (id 122) (donnees: (585.0, 378.0))
  Noeud 123 (id 123) (donnees: (563.0, 350.0))
  Noeud 178 (id 178) (donnees: (640.0, 384.0))
  Noeud 124 (id 124) (donnees: (512.0, 371.0))
  Noeud 125 (id 125) (donnees: (617.0, 367.0))
  Noeud 535 (id 535) (donnees: (190.0, 347.0))
  Noeud 126 (id 126) (donnees: (600.0, 364.0))
  Noeud 127 (id 127) (donnees: (607.0, 323.0))
  Noeud 128 (id 128) (donnees: (597.0, 340.0))
  Noeud 129 (id 129) (donnees: (580.0, 343.0))
  Noeud 53 (id 53) (donnees: (746.0, 419.0))
  Noeud 130 (id 130) (donnees: (563.0, 330.0))
  Noeud 131 (id 131) (donnees: (549.0, 340.0))
  Noeud 347 (id 347) (donnees: (675.0, 766.0))
  Noeud 132 (id 132) (donnees: (524.0, 350.0))
  Noeud 133 (id 133) (donnees: (476.0, 357.0))
  Noeud 134 (id 134) (donnees: (510.0, 323.0))
  Noeud 135 (id 135) (donnees: (492.0, 336.0))
  Noeud 180 (id 180) (donnees: (678.0, 350.0))
  Noeud 136 (id 136) (donnees: (432.0, 402.0))
  Noeud 137 (id 137) (donnees: (457.0, 388.0))
  Noeud 537 (id 537) (donnees: (199.0, 422.0))
  Noeud 138 (id 138) (donnees: (482.0, 464.0))
  Noeud 139 (id 139) (donnees: (459.0, 467.0))
  Noeud 140 (id 140) (donnees: (447.0, 453.0))
  Noeud 141 (id 141) (donnees: (419.0, 419.0))
  Noeud 55 (id 55) (donnees: (726.0, 384.0))
  Noeud 142 (id 142) (donnees: (403.0, 436.0))
  Noeud 143 (id 143) (donnees: (384.0, 436.0))
  Noeud 4 (id 4) (donnees: (804.0, 560.0))
  Noeud 144 (id 144) (donnees: (447.0, 412.0))
  Noeud 447 (id 447) (donnees: (278.0, 749.0))
  Noeud 145 (id 145) (donnees: (408.0, 398.0))
  Noeud 146 (id 146) (donnees: (374.0, 381.0))
  Noeud 147 (id 147) (donnees: (378.0, 409.0))
  Noeud 182 (id 182) (donnees: (651.0, 316.0))
  Noeud 148 (id 148) (donnees: (398.0, 340.0))
  Noeud 149 (id 149) (donnees: (411.0, 371.0))
  Noeud 350 (id 350) (donnees: (615.0, 773.0))
  Noeud 150 (id 150) (donnees: (427.0, 378.0))
  Noeud 151 (id 151) (donnees: (383.0, 350.0))
  Noeud 8 (id 8) (donnees: (769.0, 601.0))
  Noeud 183 (id 183) (donnees: (633.0, 305.0))
  Noeud 342 (id 342) (donnees: (673.0, 694.0))
  Noeud 343 (id 343) (donnees: (651.0, 687.0))
  Noeud 351 (id 351) (donnees: (636.0, 804.0))
  Noeud 344 (id 344) (donnees: (650.0, 714.0))
  Noeud 345 (id 345) (donnees: (643.0, 742.0))
  Noeud 0 (id 0) (donnees: (678.0, 543.0))
  Noeud 346 (id 346) (donnees: (675.0, 732.0))
  Noeud 5 (id 5) (donnees: (804.0, 587.0))
  Noeud 58 (id 58) (donnees: (821.0, 426.0))
  Noeud 348 (id 348) (donnees: (643.0, 769.0))
  Noeud 538 (id 538) (donnees: (192.0, 457.0))
  Noeud 541 (id 541) (donnees: (268.0, 536.0))
  Noeud 539 (id 539) (donnees: (164.0, 460.0))
  Noeud 3 (id 3) (donnees: (772.0, 549.0))
  Noeud 352 (id 352) (donnees: (598.0, 807.0))
  Noeud 2 (id 2) (donnees: (748.0, 536.0))
  Noeud 59 (id 59) (donnees: (839.0, 422.0))
  Noeud 543 (id 543) (donnees: (243.0, 584.0))
  Noeud 544 (id 544) (donnees: (243.0, 549.0))
  Noeud 542 (id 542) (donnees: (268.0, 580.0))
  Noeud 545 (id 545) (donnees: (222.0, 577.0))
  Noeud 546 (id 546) (donnees: (225.0, 529.0))
  Noeud 547 (id 547) (donnees: (190.0, 529.0))
  Noeud 548 (id 548) (donnees: (190.0, 580.0))
  Noeud 186 (id 186) (donnees: (570.0, 302.0))
  Noeud 549 (id 549) (donnees: (207.0, 604.0))
  Noeud 550 (id 550) (donnees: (162.0, 584.0))
  Noeud 354 (id 354) (donnees: (598.0, 845.0))
  Noeud 551 (id 551) (donnees: (164.0, 529.0))
  Noeud 552 (id 552) (donnees: (162.0, 498.0))
  Noeud 553 (id 553) (donnees: (149.0, 484.0))
  Noeud 554 (id 554) (donnees: (129.0, 518.0))
  Noeud 61 (id 61) (donnees: (869.0, 398.0))
  Noeud 555 (id 555) (donnees: (129.0, 577.0))
  Noeud 367 (id 367) (donnees: (411.0, 921.0))
  Noeud 355 (id 355) (donnees: (560.0, 817.0))
  Noeud 368 (id 368) (donnees: (419.0, 948.0))
  Noeud 558 (id 558) (donnees: (69.0, 443.0))
  Noeud 559 (id 559) (donnees: (34.0, 443.0))
  Noeud 371 (id 371) (donnees: (359.0, 986.0))
  Noeud 188 (id 188) (donnees: (612.0, 268.0))
  Noeud 372 (id 372) (donnees: (315.0, 962.0))
  Noeud 373 (id 373) (donnees: (333.0, 979.0))
  Noeud 356 (id 356) (donnees: (563.0, 852.0))
  Noeud 374 (id 374) (donnees: (263.0, 962.0))
  Noeud 375 (id 375) (donnees: (285.0, 993.0))
  Noeud 376 (id 376) (donnees: (233.0, 996.0))
  Noeud 377 (id 377) (donnees: (169.0, 965.0))
  Noeud 63 (id 63) (donnees: (912.0, 360.0))
  Noeud 378 (id 378) (donnees: (169.0, 1000.0))
  Noeud 379 (id 379) (donnees: (476.0, 797.0))
  Noeud 357 (id 357) (donnees: (587.0, 876.0))
  Noeud 380 (id 380) (donnees: (426.0, 800.0))
  Noeud 381 (id 381) (donnees: (426.0, 769.0))
  Noeud 382 (id 382) (donnees: (376.0, 783.0))
  Noeud 383 (id 383) (donnees: (398.0, 821.0))
  Noeud 64 (id 64) (donnees: (889.0, 378.0))
  Noeud 384 (id 384) (donnees: (330.0, 783.0))
  Noeud 385 (id 385) (donnees: (341.0, 824.0))
  Noeud 358 (id 358) (donnees: (555.0, 890.0))
  Noeud 386 (id 386) (donnees: (293.0, 790.0))
  Noeud 387 (id 387) (donnees: (272.0, 780.0))
  Noeud 388 (id 388) (donnees: (306.0, 845.0))
  Noeud 389 (id 389) (donnees: (316.0, 886.0))
  Noeud 191 (id 191) (donnees: (530.0, 281.0))
  Noeud 390 (id 390) (donnees: (273.0, 893.0))
  Noeud 391 (id 391) (donnees: (248.0, 824.0))
  Noeud 359 (id 359) (donnees: (520.0, 890.0))
  Noeud 392 (id 392) (donnees: (207.0, 838.0))
  Noeud 393 (id 393) (donnees: (204.0, 896.0))
  Noeud 9 (id 9) (donnees: (743.0, 577.0))
  Noeud 394 (id 394) (donnees: (172.0, 896.0))
  Noeud 444 (id 444) (donnees: (308.0, 711.0))
  Noeud 395 (id 395) (donnees: (200.0, 927.0))
  Noeud 66 (id 66) (donnees: (834.0, 364.0))
  Noeud 396 (id 396) (donnees: (170.0, 934.0))
  Noeud 397 (id 397) (donnees: (529.0, 653.0))
  Noeud 360 (id 360) (donnees: (504.0, 903.0))
  Noeud 398 (id 398) (donnees: (527.0, 618.0))
  Noeud 399 (id 399) (donnees: (524.0, 591.0))
  Noeud 400 (id 400) (donnees: (504.0, 604.0))
  Noeud 530 (id 530) (donnees: (210.0, 402.0))
  Noeud 401 (id 401) (donnees: (510.0, 625.0))
  Noeud 193 (id 193) (donnees: (549.0, 271.0))
  Noeud 402 (id 402) (donnees: (510.0, 653.0))
  Noeud 403 (id 403) (donnees: (494.0, 653.0))
  Noeud 361 (id 361) (donnees: (525.0, 835.0))
  Noeud 152 (id 152) (donnees: (575.0, 539.0))
  Noeud 153 (id 153) (donnees: (590.0, 518.0))
  Noeud 28 (id 28) (donnees: (893.0, 529.0))
  Noeud 194 (id 194) (donnees: (567.0, 247.0))
  Noeud 29 (id 29) (donnees: (870.0, 501.0))
  Noeud 30 (id 30) (donnees: (910.0, 467.0))
  Noeud 362 (id 362) (donnees: (494.0, 852.0))
  Noeud 31 (id 31) (donnees: (767.0, 488.0))
  Noeud 32 (id 32) (donnees: (806.0, 460.0))
  Noeud 404 (id 404) (donnees: (491.0, 625.0))
  Noeud 159 (id 159) (donnees: (507.0, 525.0))
  Noeud 160 (id 160) (donnees: (497.0, 512.0))
  Noeud 195 (id 195) (donnees: (552.0, 230.0))
  Noeud 35 (id 35) (donnees: (817.0, 522.0))
  Noeud 36 (id 36) (donnees: (801.0, 522.0))
  Noeud 363 (id 363) (donnees: (457.0, 862.0))
  Noeud 163 (id 163) (donnees: (504.0, 481.0))
  Noeud 38 (id 38) (donnees: (726.0, 518.0))
  Noeud 216 (id 216) (donnees: (427.0, 343.0))
  Noeud 165 (id 165) (donnees: (489.0, 443.0))
  Noeud 266 (id 266) (donnees: (325.0, 250.0))
  Noeud 40 (id 40) (donnees: (791.0, 494.0))
  Noeud 196 (id 196) (donnees: (532.0, 216.0))
  Noeud 167 (id 167) (donnees: (437.0, 470.0))
  Noeud 168 (id 168) (donnees: (467.0, 419.0))
  Noeud 364 (id 364) (donnees: (457.0, 896.0))
  Noeud 169 (id 169) (donnees: (447.0, 433.0))
  Noeud 453 (id 453) (donnees: (217.0, 745.0))
  Noeud 337 (id 337) (donnees: (534.0, 749.0))
  Noeud 170 (id 170) (donnees: (432.0, 439.0))
  Noeud 217 (id 217) (donnees: (423.0, 309.0))
  Noeud 45 (id 45) (donnees: (753.0, 464.0))
  Noeud 46 (id 46) (donnees: (723.0, 467.0))
  Noeud 197 (id 197) (donnees: (500.0, 268.0))
  Noeud 47 (id 47) (donnees: (704.0, 467.0))
  Noeud 174 (id 174) (donnees: (690.0, 429.0))
  Noeud 365 (id 365) (donnees: (431.0, 924.0))
  Noeud 49 (id 49) (donnees: (724.0, 439.0))
  Noeud 50 (id 50) (donnees: (756.0, 433.0))
  Noeud 407 (id 407) (donnees: (454.0, 649.0))
  Noeud 177 (id 177) (donnees: (658.0, 388.0))
  Noeud 52 (id 52) (donnees: (764.0, 409.0))
  Noeud 72 (id 72) (donnees: (728.0, 360.0))
  Noeud 179 (id 179) (donnees: (651.0, 360.0))
  Noeud 54 (id 54) (donnees: (726.0, 412.0))
  Noeud 366 (id 366) (donnees: (399.0, 896.0))
  Noeud 536 (id 536) (donnees: (187.0, 398.0))
  Noeud 181 (id 181) (donnees: (633.0, 340.0))
  Noeud 56 (id 56) (donnees: (693.0, 374.0))
  Noeud 219 (id 219) (donnees: (464.0, 302.0))
  Noeud 57 (id 57) (donnees: (809.0, 402.0))
  Noeud 184 (id 184) (donnees: (615.0, 295.0))
  Noeud 73 (id 73) (donnees: (884.0, 347.0))
  Noeud 185 (id 185) (donnees: (592.0, 309.0))
  Noeud 60 (id 60) (donnees: (854.0, 409.0))
  Noeud 556 (id 556) (donnees: (104.0, 549.0))
  Noeud 187 (id 187) (donnees: (547.0, 309.0))
  Noeud 62 (id 62) (donnees: (923.0, 398.0))
  Noeud 409 (id 409) (donnees: (421.0, 622.0))
  Noeud 189 (id 189) (donnees: (572.0, 275.0))
  Noeud 190 (id 190) (donnees: (524.0, 305.0))
  Noeud 200 (id 200) (donnees: (507.0, 237.0))
  Noeud 65 (id 65) (donnees: (852.0, 381.0))
  Noeud 192 (id 192) (donnees: (534.0, 250.0))
  Noeud 557 (id 557) (donnees: (104.0, 477.0))
  Noeud 67 (id 67) (donnees: (827.0, 395.0))
  Noeud 68 (id 68) (donnees: (792.0, 398.0))
  Noeud 221 (id 221) (donnees: (394.0, 305.0))
  Noeud 69 (id 69) (donnees: (776.0, 391.0))
  Noeud 70 (id 70) (donnees: (751.0, 395.0))
  Noeud 75 (id 75) (donnees: (817.0, 367.0))
  Noeud 71 (id 71) (donnees: (709.0, 381.0))
  Noeud 198 (id 198) (donnees: (517.0, 261.0))
  Noeud 369 (id 369) (donnees: (363.0, 921.0))
  Noeud 199 (id 199) (donnees: (602.0, 230.0))
  Noeud 74 (id 74) (donnees: (857.0, 354.0))
  Noeud 222 (id 222) (donnees: (399.0, 275.0))
  Noeud 201 (id 201) (donnees: (573.0, 213.0))
  Noeud 202 (id 202) (donnees: (507.0, 202.0))
  Noeud 76 (id 76) (donnees: (842.0, 343.0))
  Noeud 77 (id 77) (donnees: (809.0, 347.0))
  Noeud 204 (id 204) (donnees: (660.0, 292.0))
  Noeud 370 (id 370) (donnees: (378.0, 951.0))
  Noeud 205 (id 205) (donnees: (683.0, 292.0))
  Noeud 80 (id 80) (donnees: (797.0, 302.0))
  Noeud 223 (id 223) (donnees: (432.0, 254.0))
  Noeud 207 (id 207) (donnees: (685.0, 244.0))
  Noeud 532 (id 532) (donnees: (233.0, 347.0))
  Noeud 208 (id 208) (donnees: (665.0, 261.0))
  Noeud 203 (id 203) (donnees: (550.0, 199.0))
  Noeud 209 (id 209) (donnees: (623.0, 240.0))
  Noeud 84 (id 84) (donnees: (864.0, 288.0))
  Noeud 560 (id 560) (donnees: (34.0, 491.0))
  Noeud 85 (id 85) (donnees: (849.0, 268.0))
  Noeud 86 (id 86) (donnees: (834.0, 261.0))
  Noeud 224 (id 224) (donnees: (456.0, 271.0))
  Noeud 87 (id 87) (donnees: (801.0, 230.0))
  Noeud 88 (id 88) (donnees: (777.0, 216.0))
  Noeud 78 (id 78) (donnees: (845.0, 319.0))
  Noeud 349 (id 349) (donnees: (656.0, 787.0))
  Noeud 225 (id 225) (donnees: (479.0, 271.0))
  Noeud 79 (id 79) (donnees: (791.0, 333.0))
  Noeud 226 (id 226) (donnees: (466.0, 250.0))
  Noeud 206 (id 206) (donnees: (701.0, 268.0))
  Noeud 416 (id 416) (donnees: (383.0, 683.0))
  Noeud 81 (id 81) (donnees: (835.0, 295.0))
  Noeud 25 (id 25) (donnees: (910.0, 505.0))
  Noeud 82 (id 82) (donnees: (819.0, 247.0))
  Noeud 418 (id 418) (donnees: (510.0, 680.0))
  Noeud 83 (id 83) (donnees: (882.0, 309.0))
  Noeud 230 (id 230) (donnees: (316.0, 367.0))
  Noeud 210 (id 210) (donnees: (641.0, 223.0))
  Noeud 231 (id 231) (donnees: (296.0, 381.0))
  Noeud 211 (id 211) (donnees: (668.0, 220.0))
  Noeud 456 (id 456) (donnees: (182.0, 756.0))
  Noeud 421 (id 421) (donnees: (510.0, 707.0))
  Noeud 212 (id 212) (donnees: (701.0, 220.0))
  Noeud 422 (id 422) (donnees: (491.0, 683.0))
  Noeud 534 (id 534) (donnees: (215.0, 343.0))
  Noeud 213 (id 213) (donnees: (685.0, 192.0))
  Noeud 16 (id 16) (donnees: (907.0, 622.0))
  Noeud 234 (id 234) (donnees: (288.0, 326.0))
  Noeud 214 (id 214) (donnees: (457.0, 343.0))
  Noeud 424 (id 424) (donnees: (477.0, 718.0))
  Noeud 215 (id 215) (donnees: (444.0, 316.0))
  Noeud 405 (id 405) (donnees: (471.0, 646.0))
  Noeud 406 (id 406) (donnees: (464.0, 670.0))
  Noeud 218 (id 218) (donnees: (491.0, 309.0))
  Noeud 408 (id 408) (donnees: (442.0, 628.0))
  Noeud 425 (id 425) (donnees: (494.0, 714.0))
  Noeud 220 (id 220) (donnees: (439.0, 285.0))
  Noeud 410 (id 410) (donnees: (411.0, 642.0))
  Noeud 411 (id 411) (donnees: (432.0, 659.0))
  Noeud 412 (id 412) (donnees: (419.0, 677.0))
  Noeud 413 (id 413) (donnees: (399.0, 659.0))
  Noeud 457 (id 457) (donnees: (156.0, 718.0))
