Graphe Graphe comprenant 29 noeuds et 406 aretes
  Noeud Noeud 3 (id 3) (donnees: (750.0, 1100.0))
  Noeud Noeud 4 (id 4) (donnees: (750.0, 2030.0))
  Noeud Noeud 5 (id 5) (donnees: (1030.0, 2070.0))
  Noeud Noeud 6 (id 6) (donnees: (1650.0, 650.0))
  Noeud Noeud 7 (id 7) (donnees: (1490.0, 1630.0))
  Noeud Noeud 8 (id 8) (donnees: (790.0, 2260.0))
  Noeud Noeud 9 (id 9) (donnees: (710.0, 1310.0))
  Noeud Noeud 10 (id 10) (donnees: (840.0, 550.0))
  Noeud Noeud 11 (id 11) (donnees: (1170.0, 2300.0))
  Noeud Noeud 12 (id 12) (donnees: (970.0, 1340.0))
  Noeud Noeud 13 (id 13) (donnees: (510.0, 700.0))
  Noeud Noeud 14 (id 14) (donnees: (750.0, 900.0))
  Noeud Noeud 15 (id 15) (donnees: (1280.0, 1200.0))
  Noeud Noeud 16 (id 16) (donnees: (230.0, 590.0))
  Noeud Noeud 17 (id 17) (donnees: (460.0, 860.0))
  Noeud Noeud 18 (id 18) (donnees: (1040.0, 950.0))
  Noeud Noeud 19 (id 19) (donnees: (590.0, 1390.0))
  Noeud Noeud 20 (id 20) (donnees: (830.0, 1770.0))
  Noeud Noeud 21 (id 21) (donnees: (490.0, 500.0))
  Noeud Noeud 22 (id 22) (donnees: (1840.0, 1240.0))
  Noeud Noeud 0 (id 0) (donnees: (1150.0, 1760.0))
  Noeud Noeud 24 (id 24) (donnees: (1280.0, 790.0))
  Noeud Noeud 25 (id 25) (donnees: (490.0, 2130.0))
  Noeud Noeud 26 (id 26) (donnees: (1460.0, 1420.0))
  Noeud Noeud 27 (id 27) (donnees: (1260.0, 1910.0))
  Noeud Noeud 28 (id 28) (donnees: (360.0, 1980.0))
  Noeud Noeud 1 (id 1) (donnees: (630.0, 1660.0))
  Noeud Noeud 2 (id 2) (donnees: (40.0, 2090.0))
  Noeud Noeud 23 (id 23) (donnees: (1260.0, 1500.0))
  Arete 247 (poids : 129) (noeuds : Noeud Noeud 1 (id 1) (donnees: (630.0, 1660.0)), Noeud Noeud 2 (id 2) (donnees: (40.0, 2090.0)))
  Arete 245 (poids : 200) (noeuds : Noeud Noeud 9 (id 9) (donnees: (710.0, 1310.0)), Noeud Noeud 22 (id 22) (donnees: (1840.0, 1240.0)))
  Arete 246 (poids : 201) (noeuds : Noeud Noeud 13 (id 13) (donnees: (510.0, 700.0)), Noeud Noeud 20 (id 20) (donnees: (830.0, 1770.0)))
  Arete 310 (poids : 288) (noeuds : Noeud Noeud 11 (id 11) (donnees: (1170.0, 2300.0)), Noeud Noeud 17 (id 17) (donnees: (460.0, 860.0)))
  Arete 248 (poids : 153) (noeuds : Noeud Noeud 19 (id 19) (donnees: (590.0, 1390.0)), Noeud Noeud 27 (id 27) (donnees: (1260.0, 1910.0)))
  Arete 249 (poids : 125) (noeuds : Noeud Noeud 4 (id 4) (donnees: (750.0, 2030.0)), Noeud Noeud 2 (id 2) (donnees: (40.0, 2090.0)))
  Arete 313 (poids : 169) (noeuds : Noeud Noeud 8 (id 8) (donnees: (790.0, 2260.0)), Noeud Noeud 12 (id 12) (donnees: (970.0, 1340.0)))
  Arete 324 (poids : 213) (noeuds : Noeud Noeud 25 (id 25) (donnees: (490.0, 2130.0)), Noeud Noeud 26 (id 26) (donnees: (1460.0, 1420.0)))
  Arete 314 (poids : 203) (noeuds : Noeud Noeud 5 (id 5) (donnees: (1030.0, 2070.0)), Noeud Noeud 18 (id 18) (donnees: (1040.0, 950.0)))
  Arete 252 (poids : 253) (noeuds : Noeud Noeud 17 (id 17) (donnees: (460.0, 860.0)), Noeud Noeud 22 (id 22) (donnees: (1840.0, 1240.0)))
  Arete 316 (poids : 172) (noeuds : Noeud Noeud 6 (id 6) (donnees: (1650.0, 650.0)), Noeud Noeud 12 (id 12) (donnees: (970.0, 1340.0)))
  Arete 254 (poids : 157) (noeuds : Noeud Noeud 16 (id 16) (donnees: (230.0, 590.0)), Noeud Noeud 19 (id 19) (donnees: (590.0, 1390.0)))
  Arete 255 (poids : 34) (noeuds : Noeud Noeud 3 (id 3) (donnees: (750.0, 1100.0)), Noeud Noeud 14 (id 14) (donnees: (750.0, 900.0)))
  Arete 319 (poids : 187) (noeuds : Noeud Noeud 10 (id 10) (donnees: (840.0, 550.0)), Noeud Noeud 23 (id 23) (donnees: (1260.0, 1500.0)))
  Arete 325 (poids : 226) (noeuds : Noeud Noeud 22 (id 22) (donnees: (1840.0, 1240.0)), Noeud Noeud 1 (id 1) (donnees: (630.0, 1660.0)))
  Arete 257 (poids : 258) (noeuds : Noeud Noeud 11 (id 11) (donnees: (1170.0, 2300.0)), Noeud Noeud 14 (id 14) (donnees: (750.0, 900.0)))
  Arete 321 (poids : 208) (noeuds : Noeud Noeud 8 (id 8) (donnees: (790.0, 2260.0)), Noeud Noeud 15 (id 15) (donnees: (1280.0, 1200.0)))
  Arete 322 (poids : 113) (noeuds : Noeud Noeud 11 (id 11) (donnees: (1170.0, 2300.0)), Noeud Noeud 20 (id 20) (donnees: (830.0, 1770.0)))
  Arete 260 (poids : 135) (noeuds : Noeud Noeud 19 (id 19) (donnees: (590.0, 1390.0)), Noeud Noeud 25 (id 25) (donnees: (490.0, 2130.0)))
  Arete 261 (poids : 47) (noeuds : Noeud Noeud 16 (id 16) (donnees: (230.0, 590.0)), Noeud Noeud 21 (id 21) (donnees: (490.0, 500.0)))
  Arete 262 (poids : 197) (noeuds : Noeud Noeud 14 (id 14) (donnees: (750.0, 900.0)), Noeud Noeud 22 (id 22) (donnees: (1840.0, 1240.0)))
  Arete 263 (poids : 300) (noeuds : Noeud Noeud 16 (id 16) (donnees: (230.0, 590.0)), Noeud Noeud 27 (id 27) (donnees: (1260.0, 1910.0)))
  Arete 326 (poids : 174) (noeuds : Noeud Noeud 11 (id 11) (donnees: (1170.0, 2300.0)), Noeud Noeud 12 (id 12) (donnees: (970.0, 1340.0)))
  Arete 327 (poids : 51) (noeuds : Noeud Noeud 4 (id 4) (donnees: (750.0, 2030.0)), Noeud Noeud 25 (id 25) (donnees: (490.0, 2130.0)))
  Arete 328 (poids : 311) (noeuds : Noeud Noeud 11 (id 11) (donnees: (1170.0, 2300.0)), Noeud Noeud 13 (id 13) (donnees: (510.0, 700.0)))
  Arete 329 (poids : 84) (noeuds : Noeud Noeud 7 (id 7) (donnees: (1490.0, 1630.0)), Noeud Noeud 15 (id 15) (donnees: (1280.0, 1200.0)))
  Arete 330 (poids : 71) (noeuds : Noeud Noeud 12 (id 12) (donnees: (970.0, 1340.0)), Noeud Noeud 18 (id 18) (donnees: (1040.0, 950.0)))
  Arete 331 (poids : 205) (noeuds : Noeud Noeud 14 (id 14) (donnees: (750.0, 900.0)), Noeud Noeud 28 (id 28) (donnees: (360.0, 1980.0)))
  Arete 264 (poids : 206) (noeuds : Noeud Noeud 6 (id 6) (donnees: (1650.0, 650.0)), Noeud Noeud 9 (id 9) (donnees: (710.0, 1310.0)))
  Arete 332 (poids : 152) (noeuds : Noeud Noeud 18 (id 18) (donnees: (1040.0, 950.0)), Noeud Noeud 20 (id 20) (donnees: (830.0, 1770.0)))
  Arete 270 (poids : 309) (noeuds : Noeud Noeud 8 (id 8) (donnees: (790.0, 2260.0)), Noeud Noeud 10 (id 10) (donnees: (840.0, 550.0)))
  Arete 271 (poids : 56) (noeuds : Noeud Noeud 12 (id 12) (donnees: (970.0, 1340.0)), Noeud Noeud 23 (id 23) (donnees: (1260.0, 1500.0)))
  Arete 272 (poids : 71) (noeuds : Noeud Noeud 4 (id 4) (donnees: (750.0, 2030.0)), Noeud Noeud 1 (id 1) (donnees: (630.0, 1660.0)))
  Arete 273 (poids : 290) (noeuds : Noeud Noeud 7 (id 7) (donnees: (1490.0, 1630.0)), Noeud Noeud 16 (id 16) (donnees: (230.0, 590.0)))
  Arete 274 (poids : 260) (noeuds : Noeud Noeud 13 (id 13) (donnees: (510.0, 700.0)), Noeud Noeud 25 (id 25) (donnees: (490.0, 2130.0)))
  Arete 265 (poids : 139) (noeuds : Noeud Noeud 3 (id 3) (donnees: (750.0, 1100.0)), Noeud Noeud 0 (id 0) (donnees: (1150.0, 1760.0)))
  Arete 275 (poids : 60) (noeuds : Noeud Noeud 3 (id 3) (donnees: (750.0, 1100.0)), Noeud Noeud 12 (id 12) (donnees: (970.0, 1340.0)))
  Arete 339 (poids : 345) (noeuds : Noeud Noeud 11 (id 11) (donnees: (1170.0, 2300.0)), Noeud Noeud 21 (id 21) (donnees: (490.0, 500.0)))
  Arete 340 (poids : 155) (noeuds : Noeud Noeud 16 (id 16) (donnees: (230.0, 590.0)), Noeud Noeud 18 (id 18) (donnees: (1040.0, 950.0)))
  Arete 278 (poids : 147) (noeuds : Noeud Noeud 6 (id 6) (donnees: (1650.0, 650.0)), Noeud Noeud 10 (id 10) (donnees: (840.0, 550.0)))
  Arete 279 (poids : 347) (noeuds : Noeud Noeud 11 (id 11) (donnees: (1170.0, 2300.0)), Noeud Noeud 16 (id 16) (donnees: (230.0, 590.0)))
  Arete 280 (poids : 152) (noeuds : Noeud Noeud 19 (id 19) (donnees: (590.0, 1390.0)), Noeud Noeud 26 (id 26) (donnees: (1460.0, 1420.0)))
  Arete 266 (poids : 248) (noeuds : Noeud Noeud 14 (id 14) (donnees: (750.0, 900.0)), Noeud Noeud 2 (id 2) (donnees: (40.0, 2090.0)))
  Arete 344 (poids : 90) (noeuds : Noeud Noeud 20 (id 20) (donnees: (830.0, 1770.0)), Noeud Noeud 25 (id 25) (donnees: (490.0, 2130.0)))
  Arete 345 (poids : 51) (noeuds : Noeud Noeud 13 (id 13) (donnees: (510.0, 700.0)), Noeud Noeud 16 (id 16) (donnees: (230.0, 590.0)))
  Arete 283 (poids : 136) (noeuds : Noeud Noeud 14 (id 14) (donnees: (750.0, 900.0)), Noeud Noeud 23 (id 23) (donnees: (1260.0, 1500.0)))
  Arete 284 (poids : 203) (noeuds : Noeud Noeud 6 (id 6) (donnees: (1650.0, 650.0)), Noeud Noeud 13 (id 13) (donnees: (510.0, 700.0)))
  Arete 348 (poids : 114) (noeuds : Noeud Noeud 12 (id 12) (donnees: (970.0, 1340.0)), Noeud Noeud 24 (id 24) (donnees: (1280.0, 790.0)))
  Arete 286 (poids : 61) (noeuds : Noeud Noeud 13 (id 13) (donnees: (510.0, 700.0)), Noeud Noeud 14 (id 14) (donnees: (750.0, 900.0)))
  Arete 267 (poids : 105) (noeuds : Noeud Noeud 13 (id 13) (donnees: (510.0, 700.0)), Noeud Noeud 18 (id 18) (donnees: (1040.0, 950.0)))
  Arete 287 (poids : 114) (noeuds : Noeud Noeud 3 (id 3) (donnees: (750.0, 1100.0)), Noeud Noeud 23 (id 23) (donnees: (1260.0, 1500.0)))
  Arete 351 (poids : 239) (noeuds : Noeud Noeud 17 (id 17) (donnees: (460.0, 860.0)), Noeud Noeud 27 (id 27) (donnees: (1260.0, 1910.0)))
  Arete 268 (poids : 273) (noeuds : Noeud Noeud 21 (id 21) (donnees: (490.0, 500.0)), Noeud Noeud 22 (id 22) (donnees: (1840.0, 1240.0)))
  Arete 269 (poids : 144) (noeuds : Noeud Noeud 6 (id 6) (donnees: (1650.0, 650.0)), Noeud Noeud 26 (id 26) (donnees: (1460.0, 1420.0)))
  Arete 333 (poids : 159) (noeuds : Noeud Noeud 10 (id 10) (donnees: (840.0, 550.0)), Noeud Noeud 19 (id 19) (donnees: (590.0, 1390.0)))
  Arete 334 (poids : 197) (noeuds : Noeud Noeud 24 (id 24) (donnees: (1280.0, 790.0)), Noeud Noeud 1 (id 1) (donnees: (630.0, 1660.0)))
  Arete 335 (poids : 74) (noeuds : Noeud Noeud 22 (id 22) (donnees: (1840.0, 1240.0)), Noeud Noeud 26 (id 26) (donnees: (1460.0, 1420.0)))
  Arete 336 (poids : 84) (noeuds : Noeud Noeud 20 (id 20) (donnees: (830.0, 1770.0)), Noeud Noeud 27 (id 27) (donnees: (1260.0, 1910.0)))
  Arete 337 (poids : 106) (noeuds : Noeud Noeud 18 (id 18) (donnees: (1040.0, 950.0)), Noeud Noeud 23 (id 23) (donnees: (1260.0, 1500.0)))
  Arete 338 (poids : 121) (noeuds : Noeud Noeud 6 (id 6) (donnees: (1650.0, 650.0)), Noeud Noeud 15 (id 15) (donnees: (1280.0, 1200.0)))
  Arete 276 (poids : 162) (noeuds : Noeud Noeud 3 (id 3) (donnees: (750.0, 1100.0)), Noeud Noeud 7 (id 7) (donnees: (1490.0, 1630.0)))
  Arete 277 (poids : 320) (noeuds : Noeud Noeud 10 (id 10) (donnees: (840.0, 550.0)), Noeud Noeud 11 (id 11) (donnees: (1170.0, 2300.0)))
  Arete 341 (poids : 235) (noeuds : Noeud Noeud 16 (id 16) (donnees: (230.0, 590.0)), Noeud Noeud 20 (id 20) (donnees: (830.0, 1770.0)))
  Arete 163 (poids : 82) (noeuds : Noeud Noeud 12 (id 12) (donnees: (970.0, 1340.0)), Noeud Noeud 0 (id 0) (donnees: (1150.0, 1760.0)))
  Arete 164 (poids : 89) (noeuds : Noeud Noeud 25 (id 25) (donnees: (490.0, 2130.0)), Noeud Noeud 1 (id 1) (donnees: (630.0, 1660.0)))
  Arete 165 (poids : 131) (noeuds : Noeud Noeud 4 (id 4) (donnees: (750.0, 2030.0)), Noeud Noeud 9 (id 9) (donnees: (710.0, 1310.0)))
  Arete 166 (poids : 274) (noeuds : Noeud Noeud 11 (id 11) (donnees: (1170.0, 2300.0)), Noeud Noeud 24 (id 24) (donnees: (1280.0, 790.0)))
  Arete 167 (poids : 221) (noeuds : Noeud Noeud 18 (id 18) (donnees: (1040.0, 950.0)), Noeud Noeud 28 (id 28) (donnees: (360.0, 1980.0)))
  Arete 342 (poids : 136) (noeuds : Noeud Noeud 13 (id 13) (donnees: (510.0, 700.0)), Noeud Noeud 24 (id 24) (donnees: (1280.0, 790.0)))
  Arete 168 (poids : 85) (noeuds : Noeud Noeud 9 (id 9) (donnees: (710.0, 1310.0)), Noeud Noeud 20 (id 20) (donnees: (830.0, 1770.0)))
  Arete 169 (poids : 52) (noeuds : Noeud Noeud 0 (id 0) (donnees: (1150.0, 1760.0)), Noeud Noeud 23 (id 23) (donnees: (1260.0, 1500.0)))
  Arete 170 (poids : 271) (noeuds : Noeud Noeud 15 (id 15) (donnees: (1280.0, 1200.0)), Noeud Noeud 2 (id 2) (donnees: (40.0, 2090.0)))
  Arete 171 (poids : 86) (noeuds : Noeud Noeud 4 (id 4) (donnees: (750.0, 2030.0)), Noeud Noeud 0 (id 0) (donnees: (1150.0, 1760.0)))
  Arete 172 (poids : 127) (noeuds : Noeud Noeud 20 (id 20) (donnees: (830.0, 1770.0)), Noeud Noeud 26 (id 26) (donnees: (1460.0, 1420.0)))
  Arete 173 (poids : 176) (noeuds : Noeud Noeud 17 (id 17) (donnees: (460.0, 860.0)), Noeud Noeud 20 (id 20) (donnees: (830.0, 1770.0)))
  Arete 343 (poids : 104) (noeuds : Noeud Noeud 7 (id 7) (donnees: (1490.0, 1630.0)), Noeud Noeud 12 (id 12) (donnees: (970.0, 1340.0)))
  Arete 174 (poids : 260) (noeuds : Noeud Noeud 8 (id 8) (donnees: (790.0, 2260.0)), Noeud Noeud 22 (id 22) (donnees: (1840.0, 1240.0)))
  Arete 175 (poids : 162) (noeuds : Noeud Noeud 27 (id 27) (donnees: (1260.0, 1910.0)), Noeud Noeud 28 (id 28) (donnees: (360.0, 1980.0)))
  Arete 176 (poids : 182) (noeuds : Noeud Noeud 7 (id 7) (donnees: (1490.0, 1630.0)), Noeud Noeud 14 (id 14) (donnees: (750.0, 900.0)))
  Arete 177 (poids : 322) (noeuds : Noeud Noeud 24 (id 24) (donnees: (1280.0, 790.0)), Noeud Noeud 2 (id 2) (donnees: (40.0, 2090.0)))
  Arete 178 (poids : 58) (noeuds : Noeud Noeud 3 (id 3) (donnees: (750.0, 1100.0)), Noeud Noeud 18 (id 18) (donnees: (1040.0, 950.0)))
  Arete 179 (poids : 203) (noeuds : Noeud Noeud 17 (id 17) (donnees: (460.0, 860.0)), Noeud Noeud 26 (id 26) (donnees: (1460.0, 1420.0)))
  Arete 281 (poids : 286) (noeuds : Noeud Noeud 22 (id 22) (donnees: (1840.0, 1240.0)), Noeud Noeud 25 (id 25) (donnees: (490.0, 2130.0)))
  Arete 180 (poids : 94) (noeuds : Noeud Noeud 14 (id 14) (donnees: (750.0, 900.0)), Noeud Noeud 24 (id 24) (donnees: (1280.0, 790.0)))
  Arete 181 (poids : 91) (noeuds : Noeud Noeud 20 (id 20) (donnees: (830.0, 1770.0)), Noeud Noeud 28 (id 28) (donnees: (360.0, 1980.0)))
  Arete 182 (poids : 137) (noeuds : Noeud Noeud 14 (id 14) (donnees: (750.0, 900.0)), Noeud Noeud 1 (id 1) (donnees: (630.0, 1660.0)))
  Arete 183 (poids : 173) (noeuds : Noeud Noeud 3 (id 3) (donnees: (750.0, 1100.0)), Noeud Noeud 28 (id 28) (donnees: (360.0, 1980.0)))
  Arete 184 (poids : 175) (noeuds : Noeud Noeud 4 (id 4) (donnees: (750.0, 2030.0)), Noeud Noeud 15 (id 15) (donnees: (1280.0, 1200.0)))
  Arete 185 (poids : 192) (noeuds : Noeud Noeud 8 (id 8) (donnees: (790.0, 2260.0)), Noeud Noeud 26 (id 26) (donnees: (1460.0, 1420.0)))
  Arete 282 (poids : 91) (noeuds : Noeud Noeud 7 (id 7) (donnees: (1490.0, 1630.0)), Noeud Noeud 22 (id 22) (donnees: (1840.0, 1240.0)))
  Arete 186 (poids : 305) (noeuds : Noeud Noeud 16 (id 16) (donnees: (230.0, 590.0)), Noeud Noeud 22 (id 22) (donnees: (1840.0, 1240.0)))
  Arete 187 (poids : 281) (noeuds : Noeud Noeud 8 (id 8) (donnees: (790.0, 2260.0)), Noeud Noeud 24 (id 24) (donnees: (1280.0, 790.0)))
  Arete 188 (poids : 112) (noeuds : Noeud Noeud 22 (id 22) (donnees: (1840.0, 1240.0)), Noeud Noeud 23 (id 23) (donnees: (1260.0, 1500.0)))
  Arete 189 (poids : 148) (noeuds : Noeud Noeud 21 (id 21) (donnees: (490.0, 500.0)), Noeud Noeud 24 (id 24) (donnees: (1280.0, 790.0)))
  Arete 190 (poids : 71) (noeuds : Noeud Noeud 11 (id 11) (donnees: (1170.0, 2300.0)), Noeud Noeud 27 (id 27) (donnees: (1260.0, 1910.0)))
  Arete 191 (poids : 68) (noeuds : Noeud Noeud 8 (id 8) (donnees: (790.0, 2260.0)), Noeud Noeud 11 (id 11) (donnees: (1170.0, 2300.0)))
  Arete 346 (poids : 119) (noeuds : Noeud Noeud 3 (id 3) (donnees: (750.0, 1100.0)), Noeud Noeud 21 (id 21) (donnees: (490.0, 500.0)))
  Arete 192 (poids : 153) (noeuds : Noeud Noeud 14 (id 14) (donnees: (750.0, 900.0)), Noeud Noeud 20 (id 20) (donnees: (830.0, 1770.0)))
  Arete 193 (poids : 52) (noeuds : Noeud Noeud 18 (id 18) (donnees: (1040.0, 950.0)), Noeud Noeud 24 (id 24) (donnees: (1280.0, 790.0)))
  Arete 194 (poids : 154) (noeuds : Noeud Noeud 9 (id 9) (donnees: (710.0, 1310.0)), Noeud Noeud 25 (id 25) (donnees: (490.0, 2130.0)))
  Arete 195 (poids : 276) (noeuds : Noeud Noeud 26 (id 26) (donnees: (1460.0, 1420.0)), Noeud Noeud 2 (id 2) (donnees: (40.0, 2090.0)))
  Arete 196 (poids : 57) (noeuds : Noeud Noeud 8 (id 8) (donnees: (790.0, 2260.0)), Noeud Noeud 25 (id 25) (donnees: (490.0, 2130.0)))
  Arete 197 (poids : 154) (noeuds : Noeud Noeud 7 (id 7) (donnees: (1490.0, 1630.0)), Noeud Noeud 1 (id 1) (donnees: (630.0, 1660.0)))
  Arete 347 (poids : 69) (noeuds : Noeud Noeud 3 (id 3) (donnees: (750.0, 1100.0)), Noeud Noeud 17 (id 17) (donnees: (460.0, 860.0)))
