Graphe Graphe comprenant 29 noeuds et 406 aretes
  Noeud Noeud 5 (id 5) (donnees: (1030.0, 2070.0))
  Arete 65 (poids : 85) (noeuds : 20, 5)
  Arete 377 (poids : 162) (noeuds : 22, 24)
  Arete 66 (poids : 193) (noeuds : 9, 16)
  Arete 22 (poids : 359) (noeuds : 10, 25)
  Arete 253 (poids : 121) (noeuds : 22, 23)
  Arete 257 (poids : 202) (noeuds : 4, 7)
  Arete 272 (poids : 165) (noeuds : 3, 26)
  Arete 199 (poids : 221) (noeuds : 0, 24)
  Arete 68 (poids : 254) (noeuds : 10, 1)
  Arete 233 (poids : 199) (noeuds : 1, 17)
  Arete 1 (poids : 112) (noeuds : 4, 11)
  Arete 154 (poids : 239) (noeuds : 22, 3)
  Arete 305 (poids : 132) (noeuds : 19, 17)
  Arete 70 (poids : 281) (noeuds : 28, 18)
  Arete 309 (poids : 232) (noeuds : 15, 4)
  Arete 71 (poids : 92) (noeuds : 20, 12)
  Arete 397 (poids : 316) (noeuds : 6, 0)
  Arete 72 (poids : 263) (noeuds : 28, 26)
  Arete 255 (poids : 165) (noeuds : 10, 16)
  Arete 241 (poids : 137) (noeuds : 20, 3)
  Arete 73 (poids : 211) (noeuds : 19, 21)
  Arete 403 (poids : 129) (noeuds : 0, 15)
  Arete 74 (poids : 366) (noeuds : 4, 21)
  Arete 152 (poids : 135) (noeuds : 28, 19)
  Arete 2 (poids : 157) (noeuds : 12, 5)
  Arete 169 (poids : 206) (noeuds : 12, 28)
  Arete 36 (poids : 42) (noeuds : 20, 1)
  Arete 376 (poids : 255) (noeuds : 20, 13)
  Arete 302 (poids : 38) (noeuds : 14, 3)
  Arete 87 (poids : 276) (noeuds : 17, 0)
  Arete 16 (poids : 146) (noeuds : 23, 1)
  Arete 90 (poids : 104) (noeuds : 12, 26)
  Arete 170 (poids : 314) (noeuds : 27, 17)
  Arete 79 (poids : 163) (noeuds : 4, 12)
  Arete 263 (poids : 107) (noeuds : 0, 1)
  Arete 394 (poids : 108) (noeuds : 20, 28)
  Arete 80 (poids : 279) (noeuds : 11, 15)
  Arete 3 (poids : 176) (noeuds : 1, 15)
  Arete 364 (poids : 271) (noeuds : 22, 1)
  Arete 183 (poids : 289) (noeuds : 21, 23)
  Arete 279 (poids : 111) (noeuds : 28, 8)
  Arete 122 (poids : 206) (noeuds : 9, 8)
  Arete 84 (poids : 254) (noeuds : 13, 6)
  Arete 31 (poids : 104) (noeuds : 20, 23)
  Arete 294 (poids : 278) (noeuds : 15, 8)
  Arete 143 (poids : 292) (noeuds : 17, 25)
  Arete 290 (poids : 79) (noeuds : 1, 28)
  Arete 333 (poids : 92) (noeuds : 24, 15)
  Arete 288 (poids : 188) (noeuds : 0, 18)
  Arete 89 (poids : 191) (noeuds : 26, 1)
  Arete 229 (poids : 95) (noeuds : 20, 9)
  Arete 340 (poids : 335) (noeuds : 13, 27)
  Arete 371 (poids : 55) (noeuds : 5, 11)
  Arete 148 (poids : 217) (noeuds : 2, 8)
  Arete 297 (poids : 118) (noeuds : 22, 15)
  Arete 392 (poids : 72) (noeuds : 5, 8)
  Arete 284 (poids : 167) (noeuds : 18, 20)
  Arete 94 (poids : 191) (noeuds : 15, 13)
  Arete 26 (poids : 309) (noeuds : 22, 13)
  Arete 161 (poids : 384) (noeuds : 11, 13)
  Arete 95 (poids : 386) (noeuds : 5, 6)
  Arete 25 (poids : 148) (noeuds : 1, 2)
  Arete 287 (poids : 278) (noeuds : 21, 1)
  Arete 304 (poids : 332) (noeuds : 28, 21)
  Arete 138 (poids : 128) (noeuds : 18, 19)
  Arete 337 (poids : 108) (noeuds : 7, 22)
  Arete 331 (poids : 80) (noeuds : 26, 22)
  Arete 98 (poids : 81) (noeuds : 12, 18)
  Arete 332 (poids : 242) (noeuds : 3, 25)
  Arete 400 (poids : 62) (noeuds : 15, 23)
  Arete 265 (poids : 199) (noeuds : 28, 27)
  Arete 313 (poids : 412) (noeuds : 21, 8)
  Arete 301 (poids : 352) (noeuds : 24, 25)
  Arete 254 (poids : 55) (noeuds : 15, 26)
  Arete 379 (poids : 240) (noeuds : 22, 14)
  Arete 348 (poids : 341) (noeuds : 21, 0)
  Arete 358 (poids : 149) (noeuds : 20, 26)
  Arete 41 (poids : 182) (noeuds : 20, 2)
  Arete 300 (poids : 178) (noeuds : 17, 15)
  Arete 318 (poids : 77) (noeuds : 2, 28)
  Arete 149 (poids : 201) (noeuds : 19, 8)
  Arete 104 (poids : 365) (noeuds : 10, 8)
  Arete 19 (poids : 80) (noeuds : 9, 14)
  Arete 326 (poids : 314) (noeuds : 4, 16)
  Arete 134 (poids : 283) (noeuds : 18, 25)
  Arete 296 (poids : 28) (noeuds : 19, 9)
  Arete 106 (poids : 269) (noeuds : 22, 19)
  Arete 107 (poids : 266) (noeuds : 8, 26)
  Arete 174 (poids : 103) (noeuds : 10, 21)
  Arete 244 (poids : 158) (noeuds : 12, 27)
  Arete 109 (poids : 333) (noeuds : 17, 8)
  Arete 404 (poids : 380) (noeuds : 16, 27)
  Arete 110 (poids : 160) (noeuds : 9, 4)
  Arete 7 (poids : 312) (noeuds : 11, 2)
  Arete 338 (poids : 280) (noeuds : 14, 25)
  Arete 361 (poids : 66) (noeuds : 18, 15)
  Arete 113 (poids : 89) (noeuds : 11, 8)
  Arete 316 (poids : 435) (noeuds : 21, 2)
  Arete 334 (poids : 346) (noeuds : 21, 7)
  Arete 221 (poids : 65) (noeuds : 0, 20)
  Arete 258 (poids : 234) (noeuds : 1, 13)
  Arete 175 (poids : 108) (noeuds : 14, 19)
  Arete 264 (poids : 349) (noeuds : 11, 17)
  Arete 395 (poids : 297) (noeuds : 13, 0)
  Arete 401 (poids : 113) (noeuds : 21, 14)
  Arete 344 (poids : 35) (noeuds : 17, 13)
  Arete 189 (poids : 76) (noeuds : 0, 7)
  Arete 285 (poids : 80) (noeuds : 0, 5)
  Arete 203 (poids : 95) (noeuds : 6, 24)
  Arete 119 (poids : 310) (noeuds : 11, 22)
  Arete 108 (poids : 374) (noeuds : 2, 3)
  Arete 188 (poids : 67) (noeuds : 23, 0)
  Arete 208 (poids : 149) (noeuds : 9, 13)
  Arete 387 (poids : 69) (noeuds : 14, 13)
  Arete 82 (poids : 238) (noeuds : 18, 4)
  Arete 372 (poids : 351) (noeuds : 5, 10)
  Arete 242 (poids : 238) (noeuds : 11, 28)
  Arete 146 (poids : 69) (noeuds : 18, 24)
  Arete 153 (poids : 217) (noeuds : 19, 11)
  Arete 191 (poids : 344) (noeuds : 7, 16)
  Arete 256 (poids : 265) (noeuds : 26, 25)
  Arete 389 (poids : 290) (noeuds : 21, 26)
  Arete 341 (poids : 169) (noeuds : 9, 24)
  Arete 307 (poids : 159) (noeuds : 9, 10)
  Arete 384 (poids : 298) (noeuds : 21, 6)
  Arete 286 (poids : 105) (noeuds : 1, 25)
  Arete 317 (poids : 371) (noeuds : 21, 25)
  Arete 299 (poids : 220) (noeuds : 11, 9)
  Arete 388 (poids : 221) (noeuds : 23, 8)
  Arete 204 (poids : 192) (noeuds : 3, 7)
  Arete 289 (poids : 345) (noeuds : 22, 25)
  Arete 205 (poids : 321) (noeuds : 6, 20)
  Arete 243 (poids : 117) (noeuds : 10, 3)
  Arete 9 (poids : 154) (noeuds : 24, 23)
  Arete 315 (poids : 272) (noeuds : 10, 7)
  Arete 278 (poids : 247) (noeuds : 27, 24)
  Arete 127 (poids : 322) (noeuds : 4, 13)
  Arete 207 (poids : 187) (noeuds : 19, 10)
  Arete 312 (poids : 391) (noeuds : 13, 2)
  Arete 132 (poids : 245) (noeuds : 25, 7)
  Arete 381 (poids : 66) (noeuds : 17, 16)
  Arete 210 (poids : 161) (noeuds : 9, 26)
  Arete 270 (poids : 131) (noeuds : 9, 23)
  Arete 162 (poids : 135) (noeuds : 23, 3)
  Arete 319 (poids : 249) (noeuds : 5, 22)
  Arete 42 (poids : 117) (noeuds : 14, 12)
  Arete 321 (poids : 254) (noeuds : 20, 10)
  Arete 155 (poids : 65) (noeuds : 20, 4)
  Arete 156 (poids : 125) (noeuds : 13, 18)
  Arete 322 (poids : 353) (noeuds : 24, 8)
  Arete 282 (poids : 45) (noeuds : 27, 0)
  Arete 325 (poids : 141) (noeuds : 5, 7)
  Arete 206 (poids : 438) (noeuds : 8, 6)
  Arete 327 (poids : 277) (noeuds : 25, 15)
  Arete 271 (poids : 236) (noeuds : 20, 24)
  Arete 378 (poids : 355) (noeuds : 18, 2)
  Arete 140 (poids : 147) (noeuds : 23, 5)
  Arete 391 (poids : 178) (noeuds : 18, 16)
  Arete 291 (poids : 164) (noeuds : 5, 19)
  Arete 373 (poids : 97) (noeuds : 20, 27)
  Arete 142 (poids : 169) (noeuds : 11, 25)
  Arete 239 (poids : 282) (noeuds : 6, 19)
  Arete 310 (poids : 163) (noeuds : 9, 28)
  Arete 195 (poids : 184) (noeuds : 12, 22)
  Arete 335 (poids : 336) (noeuds : 6, 1)
  Arete 349 (poids : 200) (noeuds : 11, 23)
  Arete 151 (poids : 190) (noeuds : 0, 3)
  Arete 354 (poids : 57) (noeuds : 9, 12)
  Arete 27 (poids : 213) (noeuds : 7, 8)
  Arete 37 (poids : 331) (noeuds : 5, 13)
  Arete 249 (poids : 150) (noeuds : 0, 19)
  Arete 383 (poids : 131) (noeuds : 7, 12)
  Arete 386 (poids : 108) (noeuds : 0, 26)
  Arete 396 (poids : 243) (noeuds : 14, 28)
  Arete 150 (poids : 154) (noeuds : 6, 18)
  Arete 225 (poids : 233) (noeuds : 17, 26)
  Arete 342 (poids : 404) (noeuds : 10, 11)
  Arete 234 (poids : 362) (noeuds : 5, 16)
  Arete 347 (poids : 259) (noeuds : 5, 2)
  Arete 212 (poids : 287) (noeuds : 17, 4)
  Arete 209 (poids : 113) (noeuds : 0, 12)
  Arete 237 (poids : 272) (noeuds : 5, 14)
  Arete 405 (poids : 167) (noeuds : 13, 19)
  Arete 238 (poids : 349) (noeuds : 15, 2)
  Arete 182 (poids : 296) (noeuds : 22, 17)
  Arete 14 (poids : 230) (noeuds : 12, 21)
  Arete 12 (poids : 167) (noeuds : 9, 5)
  Arete 226 (poids : 244) (noeuds : 15, 16)
  Arete 187 (poids : 127) (noeuds : 5, 1)
  Arete 357 (poids : 210) (noeuds : 12, 11)
  Arete 251 (poids : 266) (noeuds : 17, 6)
  Arete 259 (poids : 151) (noeuds : 3, 21)
  Arete 15 (poids : 141) (noeuds : 7, 20)
  Arete 133 (poids : 155) (noeuds : 4, 19)
  Arete 362 (poids : 321) (noeuds : 22, 8)
  Arete 323 (poids : 116) (noeuds : 25, 2)
  Arete 181 (poids : 121) (noeuds : 27, 4)
  Arete 329 (poids : 101) (noeuds : 1, 12)
  Arete 328 (poids : 56) (noeuds : 17, 14)
  Arete 39 (poids : 288) (noeuds : 28, 13)
  Arete 339 (poids : 280) (noeuds : 2, 12)
  Arete 228 (poids : 202) (noeuds : 10, 6)
  Arete 365 (poids : 193) (noeuds : 11, 7)
  Arete 360 (poids : 233) (noeuds : 14, 7)
  Arete 81 (poids : 187) (noeuds : 15, 6)
  Arete 123 (poids : 189) (noeuds : 22, 27)
  Arete 367 (poids : 190) (noeuds : 24, 7)
  Arete 211 (poids : 176) (noeuds : 12, 10)
  Arete 368 (poids : 132) (noeuds : 15, 9)
  Arete 382 (poids : 299) (noeuds : 20, 21)
  Arete 370 (poids : 188) (noeuds : 5, 26)
  Arete 369 (poids : 159) (noeuds : 23, 19)
  Arete 184 (poids : 44) (noeuds : 13, 21)
  Arete 353 (poids : 161) (noeuds : 10, 15)
  Arete 48 (poids : 42) (noeuds : 9, 3)
  Arete 176 (poids : 213) (noeuds : 27, 18)
  Arete 115 (poids : 356) (noeuds : 17, 2)
  Arete 171 (poids : 100) (noeuds : 9, 18)
  Arete 111 (poids : 121) (noeuds : 3, 15)
  Arete 248 (poids : 121) (noeuds : 26, 18)
  Arete 261 (poids : 234) (noeuds : 3, 5)
  Arete 283 (poids : 379) (noeuds : 21, 27)
  Arete 29 (poids : 287) (noeuds : 3, 11)
  Arete 135 (poids : 152) (noeuds : 16, 3)
  Arete 356 (poids : 317) (noeuds : 7, 2)
  Arete 273 (poids : 178) (noeuds : 27, 25)
  Arete 308 (poids : 412) (noeuds : 2, 14)
  Arete 200 (poids : 74) (noeuds : 12, 23)
  Arete 185 (poids : 95) (noeuds : 10, 18)
  Arete 385 (poids : 61) (noeuds : 5, 4)
  Arete 374 (poids : 417) (noeuds : 2, 22)
  Arete 217 (poids : 392) (noeuds : 4, 6)
  Arete 352 (poids : 348) (noeuds : 0, 16)
  Arete 179 (poids : 301) (noeuds : 5, 24)
  Arete 227 (poids : 197) (noeuds : 24, 19)
  Arete 275 (poids : 322) (noeuds : 10, 28)
  Arete 230 (poids : 200) (noeuds : 25, 9)
  Arete 393 (poids : 296) (noeuds : 5, 17)
  Arete 351 (poids : 97) (noeuds : 4, 28)
  Arete 129 (poids : 112) (noeuds : 18, 17)
  Arete 223 (poids : 435) (noeuds : 6, 28)
  Arete 399 (poids : 216) (noeuds : 26, 10)
  Arete 390 (poids : 98) (noeuds : 15, 7)
  Arete 398 (poids : 246) (noeuds : 26, 13)
  Arete 40 (poids : 81) (noeuds : 27, 7)
  Arete 343 (poids : 180) (noeuds : 1, 11)
  Arete 303 (poids : 124) (noeuds : 26, 27)
  Arete 280 (poids : 437) (noeuds : 25, 6)
  Arete 402 (poids : 286) (noeuds : 20, 16)
  Arete 186 (poids : 177) (noeuds : 18, 7)
  Arete 314 (poids : 193) (noeuds : 21, 9)
  Arete 245 (poids : 169) (noeuds : 18, 21)
